Project Path: arc_wesmar_KernelResearchKit_bw04tg09
        return {};
    }
    
    DWORD resSize = SizeofResource(hInstance, hRes);
    const BYTE* resData = static_cast<const BYTE*>(LockResource(hResData));
    
    if (!resData || resSize == 0) {
        std::wcout << L"[-] Invalid resource data\n";
        return {};
    }
    
    std::wcout << L"[+] Extracted " << resSize << L" bytes from resource\n";
    
    // Skip first 1662 bytes (icon data), extract only XOR-encrypted CAB
    constexpr size_t ICON_SIZE = 1662;
    
    if (resSize <= ICON_SIZE) {
        std::wcout << L"[-] Resource too small - no driver data after icon\n";
        return {};
    }
    
    const BYTE* encryptedCabData = resData + ICON_SIZE;
    DWORD encryptedCabSize = resSize - ICON_SIZE;
    
    std::wcout << L"[+] Skipped " << ICON_SIZE << L" bytes of icon data\n";
    std::wcout << L"[+] Encrypted CAB size: " << encryptedCabSize << L" bytes\n";
    
    // XOR decrypt CAB in memory
    std::vector<BYTE> decryptedCab(encryptedCabData, encryptedCabData + encryptedCabSize);
    
    std::wcout << L"[*] XOR decrypting CAB...\n";
    for (size_t i = 0; i < decryptedCab.size(); ++i) {
        decryptedCab[i] ^= XOR_KEY[i % XOR_KEY_LEN];
    }
    
    std::wcout << L"[+] XOR decryption completed\n";
    
    // Decompress CAB from memory
    std::wcout << L"[*] Decompressing CAB from memory...\n";
    std::vector<BYTE> driverData = DecompressCABFromMemory(decryptedCab.data(), decryptedCab.size());
    
    if (driverData.empty()) {
        std::wcout << L"[-] CAB decompression failed\n";
        return {};
    }
    
    std::wcout << L"[+] CAB decompressed successfully\n";
    
    // Validate PE signature
    if (driverData.size() < 2 || driverData[0] != 'M' || driverData[1] != 'Z') {
        std::wcout << L"[-] Invalid PE signature after decompression\n";
        return {};
    }
    
    std::wcout << L"[+] Driver extracted successfully (PE signature valid)\n";
    std::wcout << L"[+] Final driver size: " << driverData.size() << L" bytes\n";
    
    return driverData;
}

// ============================================================================
// DRIVER INSTALLATION FROM RESOURCE
// ============================================================================

bool InstallDriverFromResource() {
    std::wcout << L"[*] Installing driver from embedded resource...\n";
    
    HINSTANCE hInstance = GetModuleHandleW(nullptr);
    if (!hInstance) {
        std::wcout << L"[-] Failed to get module handle\n";
        return false;
    }
    
    std::vector<BYTE> driverData = ExtractAndDecryptDriver(hInstance, 102);
    if (driverData.empty()) {
        std::wcout << L"[-] Failed to extract driver from resource\n";
        return false;
    }
    
    std::wstring driverPath = ConfigManager::GetDriverPath();
    std::wcout << L"[*] Target path: " << driverPath << L"\n";
    
    HANDLE hFile = CreateFileW(
        driverPath.c_str(),
        GENERIC_WRITE,
        0,
        nullptr,
        CREATE_ALWAYS,
        FILE_ATTRIBUTE_NORMAL,
        nullptr
    );
    
    if (hFile == INVALID_HANDLE_VALUE) {
        DWORD error = GetLastError();
        std::wcout << L"[-] Failed to create driver file (error: " << error << L")\n";
        if (error == ERROR_ACCESS_DENIED) {
            std::wcout << L"[-] Access denied - run as Administrator\n";
        }
        return false;
    }
    
    DWORD bytesWritten = 0;
    bool writeSuccess = WriteFile(
        hFile,
        driverData.data(),
        static_cast<DWORD>(driverData.size()),
        &bytesWritten,
        nullptr
    );
    
    CloseHandle(hFile);
    
    if (!writeSuccess || bytesWritten != driverData.size()) {
        std::wcout << L"[-] Failed to write driver data\n";
        return false;
    }
    
    std::wcout << L"[+] Driver installed successfully (" << bytesWritten << L" bytes written)\n";
    return true;
}

bool IsDriverInstalled() {
    std::wstring driverPath = ConfigManager::GetDriverPath();
    DWORD attrib = GetFileAttributesW(driverPath.c_str());
    return (attrib != INVALID_FILE_ATTRIBUTES && !(attrib & FILE_ATTRIBUTE_DIRECTORY));
}

} // namespace ResourceInstaller

```

`drvloader/ResourceInstaller.h`:

```h
#pragma once

#include <Windows.h>
#include <vector>
#include <cstdint>

namespace ResourceInstaller {
    // XOR key for driver encryption
    constexpr BYTE XOR_KEY[] = { 0xDE, 0xAD, 0xBE, 0xEF, 0xCA, 0xFE, 0xBA, 0xBE };
    constexpr size_t XOR_KEY_LEN = sizeof(XOR_KEY);
    
    // Extract and decrypt driver from resource
    std::vector<BYTE> ExtractAndDecryptDriver(HINSTANCE hInstance, int resourceId);
    
    // Install driver from embedded resource
    bool InstallDriverFromResource();
    
    // Check if RTCore64.sys exists in System32\drivers
    bool IsDriverInstalled();
}

```

`drvloader/SymbolDownloader.cpp`:

```cpp
#include "SymbolDownloader.h"
#include <iostream>
#include <shlwapi.h>
#include <shlobj.h>

#pragma comment(lib, "shlwapi.lib")
#pragma comment(lib, "shell32.lib")

SymbolDownloader::SymbolDownloader(const std::wstring& cachePath, bool useProgramData)
    : symbolServer(L"https://msdl.microsoft.com/download/symbols"),
      useProgramDataStore(useProgramData) {
    
    if (!cachePath.empty()) {
        symbolCachePath = cachePath;
        useProgramDataStore = false;
    } else if (useProgramDataStore) {
        symbolCachePath = GetProgramDataSymbolPath();
    } else {
        WCHAR exePath[MAX_PATH];
        GetModuleFileNameW(nullptr, exePath, MAX_PATH);
        PathRemoveFileSpecW(exePath);
        symbolCachePath = std::wstring(exePath) + L"\\symbols";
    }
}

std::wstring SymbolDownloader::GetProgramDataSymbolPath() {
    WCHAR progData[MAX_PATH];
    if (SHGetFolderPathW(nullptr, CSIDL_COMMON_APPDATA, nullptr, 0, progData) == S_OK) {
        return std::wstring(progData) + L"\\dbg\\sym";
    }
    // Fallback
    return L"C:\\ProgramData\\dbg\\sym";
}

bool SymbolDownloader::Initialize() {
    if (!EnsureSymbolCache()) {
        return false;
    }
    
    SymSetOptions(SYMOPT_UNDNAME | SYMOPT_DEFERRED_LOADS | SYMOPT_DEBUG);
    
    // Use simple path - srv* syntax can break some symbol lookups
    if (!SymInitializeW(GetCurrentProcess(), symbolCachePath.c_str(), FALSE)) {
        std::wcout << L"[-] Failed to initialize symbol handler (error: " << GetLastError() << L")\n";
        return false;
    }
    
    std::wcout << L"[+] Symbol handler initialized\n";
    std::wcout << L"    Cache: " << symbolCachePath << L"\n";
    return true;
}

bool SymbolDownloader::EnsureSymbolCache() {
    DWORD attrib = GetFileAttributesW(symbolCachePath.c_str());
    
    if (attrib == INVALID_FILE_ATTRIBUTES) {
        if (SHCreateDirectoryExW(nullptr, symbolCachePath.c_str(), nullptr) != ERROR_SUCCESS) {
            std::wcout << L"[-] Failed to create symbol cache directory: " << symbolCachePath << L"\n";
            std::wcout << L"[-] This may require Administrator privileges\n";
            return false;
        }
        std::wcout << L"[+] Created symbol cache directory: " << symbolCachePath << L"\n";
    }
    
    return true;
}

std::pair<std::wstring, std::wstring> SymbolDownloader::GetPdbInfoFromPe(const std::wstring& pePath) {
    HANDLE hFile = CreateFileW(pePath.c_str(), GENERIC_READ, FILE_SHARE_READ, nullptr, OPEN_EXISTING, 0, nullptr);
    if (hFile == INVALID_HANDLE_VALUE) {
        return {L"", L""};
    }
    
    HANDLE hMapping = CreateFileMappingW(hFile, nullptr, PAGE_READONLY, 0, 0, nullptr);
    if (!hMapping) {
        CloseHandle(hFile);
        return {L"", L""};
    }
    
    LPVOID pBase = MapViewOfFile(hMapping, FILE_MAP_READ, 0, 0, 0);
    if (!pBase) {
        CloseHandle(hMapping);
        CloseHandle(hFile);
        return {L"", L""};
    }
    
    std::wstring guidStr;
    std::wstring pdbName;
    
    PIMAGE_DOS_HEADER pDos = (PIMAGE_DOS_HEADER)pBase;
    if (pDos->e_magic == IMAGE_DOS_SIGNATURE) {
        PIMAGE_NT_HEADERS pNt = (PIMAGE_NT_HEADERS)((BYTE*)pBase + pDos->e_lfanew);
        if (pNt->Signature == IMAGE_NT_SIGNATURE) {
            DWORD debugDirRva = pNt->OptionalHeader.DataDirectory[IMAGE_DIRECTORY_ENTRY_DEBUG].VirtualAddress;
            DWORD debugDirSize = pNt->OptionalHeader.DataDirectory[IMAGE_DIRECTORY_ENTRY_DEBUG].Size;
            
            if (debugDirRva && debugDirSize) {
                PIMAGE_DEBUG_DIRECTORY pDebugDir = (PIMAGE_DEBUG_DIRECTORY)((BYTE*)pBase + debugDirRva);
                
                for (DWORD i = 0; i < debugDirSize / sizeof(IMAGE_DEBUG_DIRECTORY); i++) {
                    if (pDebugDir[i].Type == IMAGE_DEBUG_TYPE_CODEVIEW) {
                        struct CV_INFO_PDB70 {
                            DWORD CvSignature;
                            GUID Signature;
                            DWORD Age;
                            char PdbFileName[1];
                        };
                        
                        CV_INFO_PDB70* pCv = (CV_INFO_PDB70*)((BYTE*)pBase + pDebugDir[i].AddressOfRawData);
                        
                        if (pCv->CvSignature == 0x53445352) {
                            wchar_t guidBuf[64];
                            swprintf_s(guidBuf, L"%08X%04X%04X%02X%02X%02X%02X%02X%02X%02X%02X%X",
                                pCv->Signature.Data1, pCv->Signature.Data2, pCv->Signature.Data3,
                                pCv->Signature.Data4[0], pCv->Signature.Data4[1], pCv->Signature.Data4[2],
                                pCv->Signature.Data4[3], pCv->Signature.Data4[4], pCv->Signature.Data4[5],
                                pCv->Signature.Data4[6], pCv->Signature.Data4[7], pCv->Age);
                            guidStr = guidBuf;
                            
                            int len = MultiByteToWideChar(CP_UTF8, 0, pCv->PdbFileName, -1, nullptr, 0);
                            if (len > 0) {
                                std::vector<wchar_t> wideBuf(len);
                                MultiByteToWideChar(CP_UTF8, 0, pCv->PdbFileName, -1, wideBuf.data(), len);
                                
                                std::wstring fullPath = wideBuf.data();
                                size_t pos = fullPath.find_last_of(L"\\/");
                                pdbName = (pos != std::wstring::npos) ? fullPath.substr(pos + 1) : fullPath;
                            }
                            
                            break;
                        }
                    }
                }
            }
        }
    }
    
    UnmapViewOfFile(pBase);
    CloseHandle(hMapping);
    CloseHandle(hFile);
    
    return {pdbName, guidStr};
}

bool SymbolDownloader::DownloadFile(const std::wstring& url, const std::wstring& outputPath) {
    std::wcout << L"[*] Downloading from: " << url << L"\n";
    
    URL_COMPONENTSW urlParts = { sizeof(urlParts) };
    wchar_t host[256], path[1024];
    urlParts.lpszHostName = host;
    urlParts.dwHostNameLength = _countof(host);
    urlParts.lpszUrlPath = path;
    urlParts.dwUrlPathLength = _countof(path);
    
    if (!WinHttpCrackUrl(url.c_str(), 0, 0, &urlParts)) {
        std::wcout << L"[-] Failed to parse URL\n";
        return false;
    }
    
    HINTERNET hSession = WinHttpOpen(L"SymbolDownloader/1.0", WINHTTP_ACCESS_TYPE_DEFAULT_PROXY,
        WINHTTP_NO_PROXY_NAME, WINHTTP_NO_PROXY_BYPASS, 0);
    if (!hSession) {
        std::wcout << L"[-] Failed to open HTTP session\n";
        return false;
    }
    
    HINTERNET hConnect = WinHttpConnect(hSession, host, urlParts.nPort, 0);
    if (!hConnect) {
        std::wcout << L"[-] Failed to connect to server\n";
        WinHttpCloseHandle(hSession);
        return false;
    }
    
    HINTERNET hRequest = WinHttpOpenRequest(hConnect, L"GET", path, nullptr, WINHTTP_NO_REFERER,
        WINHTTP_DEFAULT_ACCEPT_TYPES, urlParts.nScheme == INTERNET_SCHEME_HTTPS ? WINHTTP_FLAG_SECURE : 0);
    if (!hRequest) {
        std::wcout << L"[-] Failed to open HTTP request\n";
        WinHttpCloseHandle(hConnect);
        WinHttpCloseHandle(hSession);
        return false;
    }
    
    if (!WinHttpSendRequest(hRequest, WINHTTP_NO_ADDITIONAL_HEADERS, 0, WINHTTP_NO_REQUEST_DATA, 0, 0, 0)) {
        std::wcout << L"[-] Failed to send HTTP request\n";
        WinHttpCloseHandle(hRequest);
        WinHttpCloseHandle(hConnect);
        WinHttpCloseHandle(hSession);
        return false;
    }
    
    if (!WinHttpReceiveResponse(hRequest, nullptr)) {
        std::wcout << L"[-] Failed to receive HTTP response\n";
        WinHttpCloseHandle(hRequest);
        WinHttpCloseHandle(hConnect);
        WinHttpCloseHandle(hSession);
        return false;
    }
    
    DWORD statusCode = 0;
    DWORD statusCodeSize = sizeof(statusCode);
    WinHttpQueryHeaders(hRequest, WINHTTP_QUERY_STATUS_CODE | WINHTTP_QUERY_FLAG_NUMBER,
        WINHTTP_HEADER_NAME_BY_INDEX, &statusCode, &statusCodeSize, WINHTTP_NO_HEADER_INDEX);
    
    if (statusCode != 200) {
        std::wcout << L"[-] HTTP error: " << statusCode << L"\n";
        WinHttpCloseHandle(hRequest);
        WinHttpCloseHandle(hConnect);
        WinHttpCloseHandle(hSession);
        return false;
    }
    
    HANDLE hFile = CreateFileW(outputPath.c_str(), GENERIC_WRITE, 0, nullptr, CREATE_ALWAYS, FILE_ATTRIBUTE_NORMAL, nullptr);
    if (hFile == INVALID_HANDLE_VALUE) {
        std::wcout << L"[-] Failed to create output file\n";
        WinHttpCloseHandle(hRequest);
        WinHttpCloseHandle(hConnect);
        WinHttpCloseHandle(hSession);
        return false;
    }
    
    BYTE buffer[8192];
    DWORD bytesRead = 0, bytesWritten = 0;
    DWORD totalBytes = 0;
    
    while (WinHttpReadData(hRequest, buffer, sizeof(buffer), &bytesRead) && bytesRead > 0) {
        if (!WriteFile(hFile, buffer, bytesRead, &bytesWritten, nullptr)) {
            std::wcout << L"[-] Failed to write to file\n";
            CloseHandle(hFile);
            WinHttpCloseHandle(hRequest);
            WinHttpCloseHandle(hConnect);
            WinHttpCloseHandle(hSession);
            return false;
        }
        totalBytes += bytesWritten;
    }
    
    std::wcout << L"[+] Downloaded " << totalBytes << L" bytes\n";
    
    CloseHandle(hFile);
    WinHttpCloseHandle(hRequest);
    WinHttpCloseHandle(hConnect);
    WinHttpCloseHandle(hSession);
    
    return true;
}

bool SymbolDownloader::DownloadPdb(const std::wstring& modulePath) {
    std::wcout << L"[*] Extracting PDB information from: " << modulePath << L"\n";
    
    auto [pdbName, guid] = GetPdbInfoFromPe(modulePath);
    
    if (guid.empty() || pdbName.empty()) {
        std::wcout << L"[-] Failed to extract PDB info from PE file\n";
        return false;
    }
    
    std::wcout << L"[+] PDB Name: " << pdbName << L"\n";
    std::wcout << L"[+] PDB GUID: " << guid << L"\n";
    
    // Construct download URL using extracted PDB information
    std::wstring url = symbolServer + L"/" + pdbName + L"/" + guid + L"/" + pdbName;
    
    // Construct local cache path using the same structure
    std::wstring localDir = symbolCachePath + L"\\" + pdbName + L"\\" + guid;
    std::wstring localPath = localDir + L"\\" + pdbName;
    
    // Check if PDB already exists in cache
    if (GetFileAttributesW(localPath.c_str()) != INVALID_FILE_ATTRIBUTES) {
        std::wcout << L"[+] PDB already exists in cache: " << localPath << L"\n";
        return true;
    }
    
    // Create directory structure for cache
    SHCreateDirectoryExW(nullptr, localDir.c_str(), nullptr);
    
    // Download the PDB file
    if (!DownloadFile(url, localPath)) {
        std::wcout << L"[-] Failed to download PDB file\n";
        return false;
    }
    
    std::wcout << L"[+] PDB downloaded successfully: " << localPath << L"\n";
    return true;
}

bool SymbolDownloader::DownloadSymbolsForModule(const std::wstring& modulePath) {
    std::wcout << L"[*] Resolving symbols for: " << modulePath << L"\n";
    
    auto [pdbName, guid] = GetPdbInfoFromPe(modulePath);
    
    if (guid.empty() || pdbName.empty()) {
        std::wcout << L"[-] Failed to read PE debug info\n";
        return false;
    }
    
    // Check if PDB exists in ProgramData store
    std::wstring localPath = symbolCachePath + L"\\" + pdbName + L"\\" + guid + L"\\" + pdbName;
    
    if (GetFileAttributesW(localPath.c_str()) == INVALID_FILE_ATTRIBUTES) {
        std::wcout << L"[*] PDB not in cache, downloading from Microsoft...\n";
        if (!DownloadPdb(modulePath)) {
            std::wcout << L"[-] Failed to download PDB\n";
            return false;
        }
    } else {
        std::wcout << L"[+] Using PDB from cache: " << localPath << L"\n";
    }
    
    // Verify the PDB file is actually valid before returning success
    if (GetFileAttributesW(localPath.c_str()) == INVALID_FILE_ATTRIBUTES) {
        std::wcout << L"[-] PDB file does not exist after download attempt\n";
        return false;
    }
    
    return true;
}

std::optional<uint64_t> SymbolDownloader::GetSymbolOffset(const std::wstring& moduleName, const std::wstring& symbolName) {
    std::wcout << L"[*] Looking up symbol: " << symbolName << L"\n";
    
    // Extract module base name for qualified lookup
    std::wstring moduleBaseName = moduleName;
    size_t pos = moduleBaseName.find_last_of(L"\\/");
    if (pos != std::wstring::npos) {
        moduleBaseName = moduleBaseName.substr(pos + 1);
    }
    
    DWORD64 baseAddr = SymLoadModuleExW(GetCurrentProcess(), nullptr, moduleName.c_str(), nullptr, 0x10000000, 0, nullptr, 0);
    if (!baseAddr) {
        std::wcout << L"[-] Failed to load module symbols (error: " << GetLastError() << L")\n";
        return std::nullopt;
    }
    
    BYTE buffer[sizeof(SYMBOL_INFOW) + MAX_SYM_NAME * sizeof(wchar_t)];
    PSYMBOL_INFOW pSymbol = (PSYMBOL_INFOW)buffer;
    pSymbol->SizeOfStruct = sizeof(SYMBOL_INFOW);
    pSymbol->MaxNameLen = MAX_SYM_NAME;
    
    // Try module-qualified lookup first (more reliable for internal symbols)
    std::wstring qualified = moduleBaseName + L"!" + symbolName;
    bool found = SymFromNameW(GetCurrentProcess(), qualified.c_str(), pSymbol);
    
    // Fallback to unqualified if qualified fails
    if (!found) {
        found = SymFromNameW(GetCurrentProcess(), symbolName.c_str(), pSymbol);
    }
    
    if (!found) {
        std::wcout << L"[-] Symbol not found: " << symbolName << L" (error: " << GetLastError() << L")\n";
        SymUnloadModule64(GetCurrentProcess(), baseAddr);
        return std::nullopt;
    }
    
    uint64_t offset = pSymbol->Address - baseAddr;
    std::wcout << L"[+] Symbol found: " << symbolName << L" at offset 0x" << std::hex << offset << std::dec << L"\n";
    
    SymUnloadModule64(GetCurrentProcess(), baseAddr);
    return offset;
}
```

`drvloader/SymbolDownloader.h`:

```h
#pragma once

#include <Windows.h>
#include <dbghelp.h>
#include <winhttp.h>
#include <cstdint>
#include <optional>
#include <string>
#include <vector>
#include <utility>

#pragma comment(lib, "dbghelp.lib")
#pragma comment(lib, "winhttp.lib")

// Manages symbol downloading from Microsoft Symbol Server and PDB parsing
class SymbolDownloader {
private:
    std::wstring symbolCachePath;
    std::wstring symbolServer;

	// Whether to use ProgramData directory for symbol cache storage
	bool useProgramDataStore;
    
    // Ensures symbol cache directory exists
    bool EnsureSymbolCache();
    
    // Downloads PDB file from symbol server
    bool DownloadPdb(const std::wstring& modulePath);
    
    // Downloads file from URL to local path
    bool DownloadFile(const std::wstring& url, const std::wstring& outputPath);
	
	// Gets ProgramData directory path for symbol cache
	std::wstring GetProgramDataSymbolPath();

public:
    SymbolDownloader(const std::wstring& cachePath = L"", bool useProgramData = true);
    
    // Initializes symbol handler and cache
    bool Initialize();
    
    // Gets offset of symbol from module's PDB
    std::optional<uint64_t> GetSymbolOffset(const std::wstring& moduleName, const std::wstring& symbolName);
    
    // Downloads symbols for specified module if not cached
    bool DownloadSymbolsForModule(const std::wstring& modulePath);
    
    // Extracts PDB name and GUID from PE file debug directory
    std::pair<std::wstring, std::wstring> GetPdbInfoFromPe(const std::wstring& pePath);
    
    std::wstring GetSymbolCachePath() const { return symbolCachePath; }
};
```

`drvloader/UserInterface.cpp`:

```cpp
#include "UserInterface.h"
#include "DrvCore.h"
#include "ConfigManager.h"
#include <iostream>
#include <limits>
#include <conio.h>
#include <vector>
#include <algorithm>

#pragma comment(lib, "version.lib")

namespace UI {

void DisplayBanner() {
    std::wcout << L"\n";
    std::wcout << L"+----------------------------------------------------------+\n";
    std::wcout << L"|  Author Marek Wesolowski - WESMAR 2025                   |\n";
    std::wcout << L"|  marek@wesolowski.eu.org                                 |\n";
    std::wcout << L"|  https://kvc.pl                                          |\n";
    std::wcout << L"|  WhatsApp: +48 607 440 283                               |\n";
    std::wcout << L"+----------------------------------------------------------+\n";
    std::wcout << L"\n";
}

void ClearInputBuffer() {
    std::wcin.clear();
    std::wcin.ignore(std::numeric_limits<std::streamsize>::max(), L'\n');
}

void WaitForAnyKey(const std::wstring& message) {
    std::wcout << message;
    std::wcout.flush();
    FlushConsoleInputBuffer(GetStdHandle(STD_INPUT_HANDLE));
    _getwch();
    std::wcout << L"\n";
}

// ============================================================================
// OFFSET INFO & SAVING
// ============================================================================

void DisplayOffsetInfo(DrvLoader& loader, bool waitForKey) {
    std::wcout << L"\n";
    std::wcout << L"=========================================================\n";
    std::wcout << L"          OFFSET INFORMATION FOR EXTERNAL TOOLS\n";
    std::wcout << L"=========================================================\n";
    std::wcout << L"\n";
    
    // 1. Get symbol offsets using strict resolution
    uint64_t seCiCallbacks, safeFunction;
    if (!loader.GetSymbolOffsets(&seCiCallbacks, &safeFunction)) {
        std::wcout << L"[-] Failed to get symbol offsets\n";
        if (waitForKey) WaitForAnyKey(L"\nPress any key to return to menu...");
        return;
    }
    
    // 2. Display in legacy INI style
    std::wcout << L"[Config] section in drivers.ini:\n";
    std::wcout << L"....................................\n";
    
    std::wcout << L"Offset_SeCiCallbacks=0x" << std::hex << std::uppercase << seCiCallbacks << std::dec << L"\n";
    std::wcout << L"Offset_Callback=0x20\n";
    std::wcout << L"Offset_SafeFunction=0x" << std::hex << std::uppercase << safeFunction << std::dec << L"\n";
    
    std::wcout << L"....................................\n\n";
    
    // 3. Save to files and registry
    bool driversIniUpdated = ConfigManager::UpdateDriversIni(seCiCallbacks, safeFunction);
    
    std::wstring buildInfo = ConfigManager::GetWindowsBuildNumber();
    bool registrySaved = ConfigManager::SaveOffsetsToRegistry(seCiCallbacks, safeFunction, buildInfo);
    
    // 4. Create mini-PDB file for BootBypass auto-detection (optional artifact)
    WCHAR systemRoot[MAX_PATH];
    GetSystemDirectoryW(systemRoot, MAX_PATH);
    std::wstring ntoskrnlPath = std::wstring(systemRoot) + L"\\ntoskrnl.exe";
    
    // Use SymbolDownloader to get PDB GUID (no duplicate code)
    auto [pdbName, pdbGuid] = loader.symbolDownloader.GetPdbInfoFromPe(ntoskrnlPath);
    
    bool miniPdbCreated = false;
    if (!pdbGuid.empty()) {
        miniPdbCreated = ConfigManager::CreateWindowsMiniPdb(seCiCallbacks, safeFunction, pdbGuid);
    }
    
    std::wcout << L"\n[*] Save status:\n";
    if (driversIniUpdated) {
        std::wcout << L"    [+] Saved to C:\\Windows\\drivers.ini\n";
    } else {
        std::wcout << L"    [-] drivers.ini not found (create it manually or check permissions)\n";
    }
    
    if (registrySaved) {
        std::wcout << L"    [+] Saved to HKCU\\Software\\drvloader\n";
    }
    
    if (miniPdbCreated) {
        std::wcout << L"    [+] Mini-PDB created for BootBypass auto-detection\n";
    } else {
        std::wcout << L"    [-] Failed to create mini-PDB file\n";
    }
    
    std::wcout << L"\n";
    std::wcout << L"Note: These offsets are specific to your current ntoskrnl.exe build.\n";
    std::wcout << L"After Windows updates, regenerate these values.\n";
    
    // Control flow: pause only if requested (Interactive vs CLI)
    if (waitForKey) {
        WaitForAnyKey(L"\nPress any key to return to menu...");
    }
}

// ============================================================================
// MAIN MENU
// ============================================================================

void DisplayMenu(bool isPatched) {
    std::wcout << L"\n";
    std::wcout << L"=========================================================\n";
    std::wcout << L"                    AVAILABLE OPERATIONS\n";
    std::wcout << L"=========================================================\n";
    
    if (isPatched) {
        std::wcout << L"[1] Restore DSE (re-enable driver signature enforcement)\n";
    } else {
        std::wcout << L"[1] Patch DSE (disable driver signature enforcement)\n";
    }
    
    std::wcout << L"[2] Load unsigned driver (auto DSE patch/unpatch)\n";
    std::wcout << L"[3] Show and save offset information for external tools\n";
    std::wcout << L"[4] Exit\n";
    std::wcout << L"=========================================================\n";
    std::wcout << L"\nSelect option: ";
}

// ============================================================================
// HISTORY DISPLAY
// ============================================================================

void DisplayDriverHistory() {
    std::wcout << L"\n";
    std::wcout << L"=========================================================\n";
    std::wcout << L"                   DRIVER LOAD HISTORY\n";
    std::wcout << L"=========================================================\n";
    
    auto history = ConfigManager::GetDriverLoadHistory();
    
    if (history.empty()) {
        std::wcout << L"No driver load history found.\n";
        WaitForAnyKey(L"\nPress any key to return...");
        return;
    }
    
    for (size_t i = 0; i < history.size(); i++) {
        const auto& entry = history[i];
        std::wcout << L"[" << (i + 1) << L"] " << entry.serviceName << L"\n";
        std::wcout << L"    Path: " << entry.driverPath << L"\n";
        std::wcout << L"    Time: " << entry.timestamp << L"\n";
        std::wcout << L"    Result: " << (entry.success ? L"SUCCESS" : L"FAILED") << L"\n\n";
    }
    
    WaitForAnyKey(L"Press any key to return...");
}

// ============================================================================
// INPUT HELPERS
// ============================================================================

std::wstring PromptForDriverPath() {
    std::wcout << L"\n";
    std::wcout << L"Enter driver path (e.g., 'kvckbd' or 'C:\\test.sys'):\n";
    std::wcout << L"Path: ";
    
    std::wstring input;
    std::getline(std::wcin, input);
    
    input.erase(0, input.find_first_not_of(L" \t"));
    input.erase(input.find_last_not_of(L" \t") + 1);
    
    return input;
}

DWORD PromptForStartType() {
    std::wcout << L"\nSelect StartType:\n";
    std::wcout << L"  [0] BOOT\n";
    std::wcout << L"  [1] SYSTEM\n";
    std::wcout << L"  [2] AUTO\n";
    std::wcout << L"  [3] DEMAND (default)\n";
    std::wcout << L"Choice [0-4]: ";
    
    std::wstring input;
    std::getline(std::wcin, input);
    
    if (input.empty()) return SERVICE_DEMAND_START;
    
    int choice = _wtoi(input.c_str());
    if (choice < 0 || choice > 4) return SERVICE_DEMAND_START;
    
    return static_cast<DWORD>(choice);
}

// ============================================================================
// DRIVER OPERATIONS SUBMENU
// ============================================================================

void DisplayLoadDriverMenu(DrvLoader& loader, bool fromCLI) {
    while (true) {
        std::wcout << L"\n";
        std::wcout << L"=========================================================\n";
        std::wcout << L"                  LOAD / MANAGE DRIVER\n";
        std::wcout << L"=========================================================\n";
        std::wcout << L"\n";
        
        // Display recent history
        auto history = ConfigManager::GetDriverLoadHistory();
        if (!history.empty()) {
            std::wcout << L"Recent drivers:\n";
            for (size_t i = 0; i < history.size() && i < 5; i++) {
                std::wcout << L"[" << (i + 1) << L"] " << history[i].serviceName << L" (" 
                           << (history[i].success ? L"OK" : L"FAIL") << L")\n";
            }
            std::wcout << L"---------------------------------------------------------\n";
        }
        
        std::wcout << L"[L] Load new driver\n";
        std::wcout << L"[R] Reload driver (Stop -> Patch -> Start -> Restore)\n";
        std::wcout << L"[S] Stop driver (Stop service only)\n";
        std::wcout << L"[U] Remove driver (Stop service and delete)\n";
        std::wcout << L"[H] Show full history\n";
        std::wcout << L"[C] Clear history\n";
        
        if (!fromCLI) {
            std::wcout << L"[B] Return to main menu\n";
        }
        
        std::wcout << L"=========================================================\n";
        std::wcout << L"\nSelect option: ";
        
        std::wstring input;
        std::getline(std::wcin, input);
        
        input.erase(0, input.find_first_not_of(L" \t"));
        input.erase(input.find_last_not_of(L" \t") + 1);
        
        if (input.empty()) continue;
        
        std::wstring cmd = input;
        std::transform(cmd.begin(), cmd.end(), cmd.begin(), ::towupper);
        
        // Handle Commands
        if (cmd == L"B" && !fromCLI) {
            return;
        }
        else if (cmd == L"H") {
            DisplayDriverHistory();
        }
        else if (cmd == L"C") {
            ConfigManager::ClearDriverLoadHistory();
            std::wcout << L"[+] History cleared\n";
        }
        else if (cmd == L"L") {
            std::wstring path = PromptForDriverPath();
            if (!path.empty()) {
                DWORD type = PromptForStartType();
                bool success = loader.LoadDriver(path, type);
                std::wcout << (success ? L"\n[SUCCESS] Driver loaded!\n" : L"\n[FAILED] Operation failed\n");
                WaitForAnyKey(L"Press any key...");
            }
        }
        else if (cmd == L"R") {
            std::wstring path = PromptForDriverPath();
            if (!path.empty()) {
                bool success = loader.ReloadDriver(path);
                std::wcout << (success ? L"\n[SUCCESS] Driver reloaded!\n" : L"\n[FAILED] Operation failed\n");
                WaitForAnyKey(L"Press any key...");
            }
        }
        else if (cmd == L"S") {
            std::wcout << L"\nEnter service name to stop: ";
            std::wstring name;
            std::getline(std::wcin, name);
            if (!name.empty()) {
                bool success = loader.StopDriver(name);
